ImageNumber,ObjectNumber,FileName_Brightfield,FileName_Fluorescence,PathName_Brightfield,PathName_Fluorescence,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Intensity_IntegratedIntensityEdge_Fluorescence,Intensity_IntegratedIntensity_Fluorescence,Intensity_LowerQuartileIntensity_Fluorescence,Intensity_MADIntensity_Fluorescence,Intensity_MassDisplacement_Fluorescence,Intensity_MaxIntensityEdge_Fluorescence,Intensity_MaxIntensity_Fluorescence,Intensity_MeanIntensityEdge_Fluorescence,Intensity_MeanIntensity_Fluorescence,Intensity_MedianIntensity_Fluorescence,Intensity_MinIntensityEdge_Fluorescence,Intensity_MinIntensity_Fluorescence,Intensity_StdIntensityEdge_Fluorescence,Intensity_StdIntensity_Fluorescence,Intensity_UpperQuartileIntensity_Fluorescence,Location_CenterMassIntensity_X_Fluorescence,Location_CenterMassIntensity_Y_Fluorescence,Location_CenterMassIntensity_Z_Fluorescence,Location_Center_X,Location_Center_Y,Location_MaxIntensity_X_Fluorescence,Location_MaxIntensity_Y_Fluorescence,Location_MaxIntensity_Z_Fluorescence,Number_Object_Number,Parent_HighSignalRegions
22,1,EF5Day13-4_EF_450ms_CA9_1600ms_Gamma_1_Sphere2_1-Image Export-108_c4.jpg,EF5Day13-4_EF_450ms_CA9_1600ms_Gamma_1_Sphere2_1-Image Export-108_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,527590,1460420,2263,1768,893,702,1391.76528743911,1280.3212001743777,44.88459710061175,1025699,0.6457485319490966,819.6026179843648,63,0.3612590898508648,0.022279357833121124,1110.058005403273,1383.1015870137667,190.68560512005095,53.53572604350141,38.07886552931954,993.3150829156909,847.584957930439,47.710516028420145,17250.507458066015,0.5143711751693235,1316.0712910369039,98807.83186126873,0.108587846159935,0.06171293556690216,33.4776935518735,0.09819921851158142,0.7334282398223877,0.08697272607962621,0.1872814720924747,0.1633058786392212,0.056392550468444824,0.03225921839475632,0.0035306281945073317,0.09553871840987015,0.24101842939853668,1358.2981668471512,1279.4798887953727,0.0,1391.76528743911,1280.3212001743777,1468.0,1501.0,0.0,1,7
24,1,EF5Day13-4_EF_450ms_CA9_1600ms_Gamma_1_Sphere3_1-Image Export-110_c4.jpg,EF5Day13-4_EF_450ms_CA9_1600ms_Gamma_1_Sphere3_1-Image Export-110_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,627655,1586520,2200,1733,796,603,1413.446348710677,1217.7537373238483,72.81112846589346,1176694,0.5237779168334421,893.9547899366884,75,0.3956174520333812,0.013734164283258223,1204.9175158205278,1404.3254608530033,179.96944185055418,43.37924950807619,29.0,1128.645854059355,1026.4148356205592,62.87978094641393,23964.275815990408,0.533405456303848,1798.2861908525229,122504.18317805976,0.1032596081495285,0.048541560769081116,60.767695860835794,0.0965176522731781,0.7429003715515137,0.086104198748026,0.19517757873044866,0.14281921088695526,0.05049882456660271,0.017666272819042206,0.004202689381877517,0.1310134917819197,0.24493999779224396,1357.352611516311,1241.1247772622944,0.0,1413.446348710677,1217.7537373238483,1627.0,1594.0,0.0,1,9
25,1,EF5Day13-4_EF_450ms_CA9_1600ms_Gamma_1_Sphere3_2-Image Export-111_c4.jpg,EF5Day13-4_EF_450ms_CA9_1600ms_Gamma_1_Sphere3_2-Image Export-111_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,365331,1268496,2218,1412,1114,263,1648.8044704665085,894.8414150455341,72.3800610091965,949359,0.6107183291713487,682.0219029603388,102,0.2880032731675938,0.013815959617289375,885.0111217258009,1298.9245551609224,189.70766985021982,41.390070922226485,20.615528128088304,1037.6866173930064,700.7942125657413,-20.057567401494993,18228.782674066235,0.38481859865446055,1398.2688880115747,45702.16067605838,0.09427765011787415,0.017949022352695465,7.60843023182762,0.11756980419158936,0.4248109757900238,0.08736996300997094,0.1250979541184799,0.11167607456445694,0.0678972527384758,0.04516274109482765,0.0027372285316366917,0.04363623825884476,0.1405792236328125,1651.431446328453,901.9819478277115,0.0,1648.8044704665085,894.8414150455341,1784.0,1004.0,0.0,1,61
26,1,EF5Day13-4_EF_450ms_CA9_1600ms_Gamma_1_Sphere4-Image Export-112_c4.jpg,EF5Day13-4_EF_450ms_CA9_1600ms_Gamma_1_Sphere4-Image Export-112_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,799398,2460984,2457,1780,776,316,1474.861811012787,1172.620289267674,29.545613606759957,1504700,0.4845223196263336,1008.8732058996312,56,0.3248286051433085,0.03384597163252696,1124.8196987465112,1685.8232410309213,362.2181663031273,101.1965214421725,76.27581530209953,1260.0031532337434,983.9685374168484,55.92312327461074,17227.92480968997,0.5312673622649033,1330.6840713769197,163583.73291816283,0.108587846159935,0.05667528510093689,51.021296791231336,0.11559765040874481,0.7390015125274658,0.08873001742861371,0.20463365297156463,0.1546066701412201,0.06480901688337326,0.013171372935175896,0.003411483636420999,0.14944775306781521,0.25111648440361023,1430.680666177863,1198.138893605184,0.0,1474.861811012787,1172.620289267674,1770.0,1187.0,0.0,1,11
27,1,EF5Day7-13_EF_450ms_CA9_1600ms_Gamma_1_Sphere1-Image Export-61_c4.jpg,EF5Day7-13_EF_450ms_CA9_1600ms_Gamma_1_Sphere1-Image Export-61_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,1096,1292,1731,1157,1693,1123,1712.065693430657,1139.0802919708028,1.1091807559421818,1126,0.5344401339573724,37.355997390375464,1,0.848297213622291,0.9015663088660069,40.8719280109915,41.400483088968905,16.0312195418814,6.239601817831689,5.656854249492381,32.668333290818495,34.54521234536561,-71.19844515402713,123.59797974644667,0.9733570159857904,9.509772546589375,138.06768087297678,0.09960588067770004,0.023559994995594025,0.5305005175810663,0.08978274464607239,0.18938863277435303,0.08490868345169085,0.12597416138045325,0.12092588096857071,0.0678972527384758,0.0678972527384758,0.00394836284799784,0.030358999420957808,0.14982901513576508,1712.4479905682076,1138.7124880858664,0.0,1712.065693430657,1139.0802919708028,1716.0,1136.0,0.0,1,1
30,1,EF5Day7-13_EF_450ms_CA9_1600ms_Gamma_1_Sphere4-Image Export-64_c4.jpg,EF5Day7-13_EF_450ms_CA9_1600ms_Gamma_1_Sphere4-Image Export-64_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,996,1365,1161,1179,1126,1140,1142.5973895582329,1157.5853413654618,1.172758718819296,1049,0.5972968124355874,35.61104585035691,1,0.7296703296703296,0.8526903138326483,40.12895027619665,40.162171256046406,15.0,5.758533142069151,5.0,32.1288789854994,32.18423164449315,-29.93091696562977,121.15432893255071,0.9494756911344138,9.18444362282753,100.9917601570487,0.09427765011787415,0.008133724331855774,0.0898899313150634,0.08978274464607239,0.11783764511346817,0.08747089164597648,0.10139734955526979,0.10241137444972992,0.08275018632411957,0.08275018632411957,0.0023320396261877286,0.008965497786232804,0.10942117869853973,1142.5423060953033,1157.5143060794167,0.0,1142.5973895582329,1157.5853413654618,1139.0,1158.0,0.0,1,1
32,1,EF5Day7-6_EF_450ms_CA9_1600ms_Gamma_1_Sphere2-Image Export-56_c4.jpg,EF5Day7-6_EF_450ms_CA9_1600ms_Gamma_1_Sphere2-Image Export-56_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,175,560,1814,550,1794,522,1803.32,535.7257142857143,2.172039836832348,316,0.963108854689537,14.927053303604616,2,0.3125,0.46039671236342355,40.20360302471821,30.528675044947494,4.47213595499958,1.9514837947226287,2.0,11.180339887498949,10.81927690792968,-24.154424746297273,69.11269837220809,0.5537974683544303,5.16227862238884,16.051033280789852,0.08781058341264725,0.004636283963918686,0.028680734712726738,0.08978274464607239,0.10604235529899597,0.086037977039814,0.09172019017594202,0.0911894142627716,0.07716196030378342,0.07716196030378342,0.0032390899554874506,0.0057285400066814,0.09713676944375038,1803.3153882175736,535.7540218113305,0.0,1803.32,535.7257142857143,1798.0,546.0,0.0,1,2
33,1,EF5Day7-6_EF_450ms_CA9_1600ms_Gamma_1_Sphere3-Image Export-57_c4.jpg,EF5Day7-6_EF_450ms_CA9_1600ms_Gamma_1_Sphere3-Image Export-57_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,139,180,1006,811,991,799,998.7697841726618,804.4532374100719,1.0982558490192396,148,0.6263370040411037,13.303394180365686,1,0.7722222222222223,0.9105346453588354,15.28493598487565,14.866068747318506,5.0990195135927845,2.3610817530329973,2.0,11.0,11.915408658529797,-87.94767557073723,43.798989873223334,0.9391891891891891,3.1598335653543472,12.983286947011948,0.08586116880178452,0.006039023399353027,0.003481138328514723,0.08978274464607239,0.11388549208641052,0.08315351487774598,0.09340494206483416,0.09427765011787415,0.07321764528751373,0.07321764528751373,0.004484163265720211,0.008392338256056063,0.10017137229442596,998.7728213011467,804.4549386374608,0.0,998.7697841726618,804.4532374100719,995.0,805.0,0.0,1,1
34,1,EF5Day9-11_EF_450ms_CA9_1600ms_Gamma_1_Sphere1_1-Image Export-76_c4.jpg,EF5Day9-11_EF_450ms_CA9_1600ms_Gamma_1_Sphere1_1-Image Export-76_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,233762,405760,1891,1507,1257,867,1578.7524362385675,1197.237095849625,9.086964446337397,315805,0.2679801411437791,545.5593665737773,10,0.5761090299684543,0.11004775091896185,577.7635500564509,700.8031107236897,198.75864761061342,57.770042275078914,44.01136216933077,614.482216758608,556.6315223756759,16.453594456293313,5166.5579336128785,0.7402099396779658,390.59342793375254,39296.12176607177,0.10942117869853973,0.04349607229232788,9.853100740186512,0.08978274464607239,0.5639686584472656,0.0864718680393519,0.1681031209780536,0.1459074467420578,0.06228627637028694,0.025532158091664314,0.0035285867992653035,0.07708382504272844,0.20819371938705444,1588.10662132628,1200.3327081543364,0.0,1578.7524362385675,1197.237095849625,1830.0,1353.0,0.0,1,1
35,1,EF5Day9-11_EF_450ms_CA9_1600ms_Gamma_1_Sphere2-Image Export-77_c4.jpg,EF5Day9-11_EF_450ms_CA9_1600ms_Gamma_1_Sphere2-Image Export-77_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,169627,352160,1877,1599,1309,979,1584.3522906141122,1292.2009290973724,19.95809885614406,262042,0.5476410879305436,464.7319703385936,19,0.48167594275329395,0.05010497278362524,553.4308257773074,637.5201957585343,137.56816492197603,34.47828857535076,22.627416997969522,543.6923135854522,463.06296312053547,4.634764685637843,6522.468755306532,0.6473275276482396,491.8411834202707,21944.530704583973,0.09736588597297668,0.024989411234855652,3.631507399744384,0.08978274464607239,0.3501717746257782,0.08646996895574378,0.12936932625457015,0.11726431548595428,0.06200353056192398,0.03647137060761452,0.003530866841084489,0.04441446328595306,0.15515725314617157,1587.7852977526354,1291.0167382422958,0.0,1584.3522906141122,1292.2009290973724,1659.0,1169.0,0.0,1,17
36,1,EF5Day9-11_EF_450ms_CA9_1600ms_Gamma_1_Sphere3-Image Export-78_c4.jpg,EF5Day9-11_EF_450ms_CA9_1600ms_Gamma_1_Sphere3-Image Export-78_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,95578,332741,1979,1410,1350,881,1652.8108560547407,1136.879323693737,19.227359341148528,197312,0.6700353216180088,348.8462257309048,15,0.2872444333580773,0.052009221976722364,481.40644365165224,638.8059173176154,77.00649323271382,19.824803660345314,14.866068747318506,431.07800676650703,357.36206881969775,-59.75030522217692,4805.556887592352,0.4844003405773597,359.8238884322345,12243.267033789307,0.09736588597297668,0.02272666245698929,12.119624577036891,0.09427765011787415,0.33920976519584656,0.08589732356940429,0.12809712521489575,0.11700431257486343,0.056392550468444824,0.045736078172922134,0.004037834228302422,0.04143801181660293,0.14926351606845856,1662.7975889772583,1130.0127040433836,0.0,1652.8108560547407,1136.879323693737,1651.0,1064.0,0.0,1,3
37,1,EF5Day9-11_EF_450ms_CA9_1600ms_Gamma_1_Sphere4-Image Export-79_c4.jpg,EF5Day9-11_EF_450ms_CA9_1600ms_Gamma_1_Sphere4-Image Export-79_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,110895,482216,2061,1366,1429,603,1623.8590288110374,1067.1378060327336,11.639765184086498,240671,0.8464048642950432,375.76042808338116,12,0.22996955721087645,0.08591238604771573,623.4107302204036,980.3290263987902,98.02040603874276,30.938367667384846,24.698178070456937,403.0827218716867,331.991123404114,-33.38714654252614,4027.476585064497,0.4607742519871526,305.44057957828045,13924.914401974529,0.09736588597297668,0.02020391821861267,2.2409926065545833,0.08978274464607239,0.38299646973609924,0.08664980980944126,0.12556846027300175,0.11334273964166641,0.06509176641702652,0.028620392084121704,0.003596934395900735,0.04500660065836016,0.14281921088695526,1622.8582308776506,1065.1326997115723,0.0,1623.8590288110374,1067.1378060327336,1607.0,1017.0,0.0,1,8
38,1,EF5Day9-6_EF_450ms_CA9_1600ms_Gamma_1_Sphere1-Image Export-71_c4.jpg,EF5Day9-6_EF_450ms_CA9_1600ms_Gamma_1_Sphere1-Image Export-71_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,74322,1379784,2393,1485,1189,339,1475.7062377223433,1001.6559296036166,47.89208961900022,962713,0.6875314641106934,307.6194230600642,36,0.05386495277521699,0.02088027496723113,733.5156029901032,1502.4686352799515,50.32891812864648,10.739623671242644,7.615773105863909,900.4903252361145,532.6457205739625,7.032011695834775,6687.988524566177,0.07720057795002248,511.36489966511726,8609.184723593295,0.09427765011787415,0.012903526425361633,16.811704111929952,0.08978274464607239,0.7334360480308533,0.08689293112406411,0.11583628970686062,0.10718117654323578,0.03423137217760086,0.03423137217760086,0.004596268293285978,0.044829435459931205,0.12289803475141525,1492.1620725084617,1005.0966993778179,0.0,1475.7062377223433,1001.6559296036166,2365.0,1097.0,0.0,1,16
39,1,EF5Day9-6_EF_450ms_CA9_1600ms_Gamma_1_Sphere2-Image Export-72_c4.jpg,EF5Day9-6_EF_450ms_CA9_1600ms_Gamma_1_Sphere2-Image Export-72_c1.jpg,C:\Overflow\EF5 Consistent staining,C:\Overflow\EF5 Consistent staining,16674,535773,1980,1451,1329,628,1521.4675542761186,1055.2072088281157,24.325271547167088,373871,0.7761113423662476,145.705168641727,23,0.031121389095755105,0.0411095102499055,877.502079504646,833.4272613731806,38.27531841800928,7.738572190704436,5.0,633.5177295373759,553.3492102051495,-4.523288270984285,2257.6347391416557,0.04459827052646501,174.548278324306,2098.9244348928332,0.0911894142627716,0.008148632943630219,28.6742399022419,0.1021207794547081,0.4999474585056305,0.0869697450544624,0.1258800788588721,0.09736588597297668,0.0678972527384758,0.0678972527384758,0.0038936297268719923,0.05062730069909014,0.15964430570602417,1499.9987528034221,1036.1992474093504,0.0,1521.4675542761186,1055.2072088281157,1586.0,1106.0,0.0,1,14
40,1,EF5Day11-17_EF_450ms_CA9_1600ms_Gamma_1_Sphere1_1-Image Export-01_c4.jpg,EF5Day11-17_EF_450ms_CA9_1600ms_Gamma_1_Sphere1_1-Image Export-01_c1.jpg,C:\Overflow\EF5 Consistent staining\Rep 3 following day,C:\Overflow\EF5 Consistent staining\Rep 3 following day,81763,506220,1777,1382,919,792,1153.4615902058388,1080.4200188349253,15.45585950833561,308239,0.1909977046365721,322.6513364239812,13,0.1615167318557149,0.06470038107299583,495.2619269571608,906.2389309668836,61.40032573203501,17.739183253935607,14.035668847618199,546.1424143133792,486.1443942213915,68.50983865558867,3985.014644287371,0.26525845204532844,306.0970866009593,10867.732749395072,0.10128744691610336,0.02272666245698929,7.508938270529519,0.08978274464607239,0.3754211962223053,0.08758142678139036,0.13291749017764848,0.12092588096857071,0.06509176641702652,0.06509176641702652,0.0026565932751693206,0.04217032214461523,0.14982901513576508,1153.7043699784483,1072.9150063810625,0.0,1153.4615902058388,1080.4200188349253,1189.0,912.0,0.0,1,10
41,1,EF5Day11-17_EF_450ms_CA9_1600ms_Gamma_1_Sphere1_2-Image Export-02_c4.jpg,EF5Day11-17_EF_450ms_CA9_1600ms_Gamma_1_Sphere1_2-Image Export-02_c1.jpg,C:\Overflow\EF5 Consistent staining\Rep 3 following day,C:\Overflow\EF5 Consistent staining\Rep 3 following day,1821,23009,1644,1312,1471,1179,1597.056562328391,1273.4816035145525,2.028276819702013,6770,0.9877033287901609,48.15152345422449,2,0.07914294406536572,0.4930293489953292,265.6855064989877,206.81634364817495,20.09975124224178,6.5743949304625255,5.385164807134504,46.72764999034663,41.53721999646312,53.899036893592566,215.4386001800126,0.2689807976366322,15.162100307643414,265.924231775105,0.10128744691610336,0.03999116271734238,10.061724716449428,0.08978274464607239,0.2468894124031067,0.07938272412378751,0.1460319779105464,0.1494123414158821,0.05610980466008186,0.05610980466008186,0.007387083133902972,0.04545584704992236,0.18546510487794876,1605.3681556758265,1279.1522049197365,0.0,1597.056562328391,1273.4816035145525,1626.0,1298.0,0.0,1,2
42,1,EF5Day11-17_EF_450ms_CA9_1600ms_Gamma_1_Sphere2_1-Image Export-12_c4.jpg,EF5Day11-17_EF_450ms_CA9_1600ms_Gamma_1_Sphere2_1-Image Export-12_c1.jpg,C:\Overflow\EF5 Consistent staining\Rep 3 following day,C:\Overflow\EF5 Consistent staining\Rep 3 following day,145035,887876,2118,1516,931,768,1226.2400386113698,1128.8220567449237,14.81138325513104,633284,0.5488069086746414,429.7258397753902,21,0.16335051290946034,0.06751563866619781,572.2396291282939,1252.6216507788774,135.34031180694095,37.49226686025895,28.0,664.7972970617723,478.363230061928,-81.74272526805298,5195.641194733564,0.2290204710682727,390.64825914800167,24504.443608496338,0.10942117869853973,0.04040783643722534,8.75528512094362,0.12484744936227798,0.5897834897041321,0.08619776238923249,0.16895538048399586,0.14281921088695526,0.06537450850009918,0.04797608032822609,0.0037949834579621097,0.08120605952101898,0.20286549627780914,1222.637176698548,1136.8016810209253,0.0,1226.2400386113698,1128.8220567449237,1161.0,1120.0,0.0,1,10
43,1,EF5Day11-17_EF_450ms_CA9_1600ms_Gamma_1_Sphere2_2-Image Export-03_c4.jpg,EF5Day11-17_EF_450ms_CA9_1600ms_Gamma_1_Sphere2_2-Image Export-03_c1.jpg,C:\Overflow\EF5 Consistent staining\Rep 3 following day,C:\Overflow\EF5 Consistent staining\Rep 3 following day,73743,368072,1831,1469,1169,913,1521.265869302849,1169.7274453168436,47.18049165425848,226940,0.6837112163028036,306.4188371288637,31,0.20034938816318545,0.021195200917533054,529.9027362822148,661.3025026415672,49.9799959983992,9.363499537416565,7.211102550927978,481.34231228536726,386.6979414818356,26.137815494186068,6612.20887067671,0.3249449193619459,497.6572684273124,9020.853682518005,0.09427765011787415,0.016259603202342987,5.7614800401783866,0.09370431303977966,0.4133062958717346,0.0863838341307607,0.12232827092087392,0.1074490174651146,0.06509176641702652,0.045736078172922134,0.003603319174055053,0.046049662062365854,0.13440273702144623,1515.5063910201693,1169.5755829952689,0.0,1521.265869302849,1169.7274453168436,1432.0,994.0,0.0,1,18
44,1,EF5Day11-17_EF_450ms_CA9_1600ms_Gamma_1_Sphere3_1-Image Export-13_c4.jpg,EF5Day11-17_EF_450ms_CA9_1600ms_Gamma_1_Sphere3_1-Image Export-13_c1.jpg,C:\Overflow\EF5 Consistent staining\Rep 3 following day,C:\Overflow\EF5 Consistent staining\Rep 3 following day,107662,490100,1792,1437,1067,761,1287.6720941464955,1151.7270253199829,18.48322883874652,331165,0.5411412484673188,370.2425095329777,24,0.21967353601305856,0.0541031011802274,546.3899167204374,861.4690940480685,98.3107318658548,26.97370514984816,18.82812824608457,561.9842945910738,459.4766096986125,-20.090351657083843,5000.634052058627,0.3251007805776577,376.9626315012574,14516.79558660835,0.10128744691610336,0.026648230850696564,8.344151550098616,0.08978274464607239,0.37766826152801514,0.08614319732661276,0.13483676307897263,0.12484744936227798,0.06285176426172256,0.045736078172922134,0.0037827877522707614,0.04292699790848991,0.1571294069290161,1282.8100278417471,1144.9457882396823,0.0,1287.6720941464955,1151.7270253199829,1281.0,1095.0,0.0,1,10
45,1,EF5Day11-17_EF_450ms_CA9_1600ms_Gamma_1_Sphere3_2-Image Export-04_c4.jpg,EF5Day11-17_EF_450ms_CA9_1600ms_Gamma_1_Sphere3_2-Image Export-04_c1.jpg,C:\Overflow\EF5 Consistent staining\Rep 3 following day,C:\Overflow\EF5 Consistent staining\Rep 3 following day,7726,85250,1679,1293,1338,1043,1502.3431271032875,1149.0999223401502,15.784773320677791,50654,0.8874961743960851,99.18189715176791,9,0.09062756598240469,0.06335219262794332,345.0536246611112,351.96732802917944,18.439088914585774,4.764903826329844,4.0,233.29024230791612,159.0059145798414,80.98907685031963,1237.9453095790604,0.1525249733486003,93.62127867341042,791.66551014781,0.0911894142627716,0.007583141326904297,0.3765902668498923,0.08978274464607239,0.19470903277397156,0.08596995286814547,0.10246770775922986,0.09736588597297668,0.06396784633398056,0.06396784633398056,0.003959323999399911,0.01733666876895808,0.108587846159935,1502.0744421145882,1149.3637946690021,0.0,1502.3431271032875,1149.0999223401502,1503.0,1161.0,0.0,1,10
